credito,genero,educacao,estado_civil,idade,pgto_set,pgto_ago,pgto_jul,pgto_jun,pgto_mai,pgto_abr,fatura_set,fatura_ago,fatura_jul,pgto_amt_set,pgto_amt_ago,pgto_amt_jul,pgto_amt_jun,pgto_amt_mai,pgto_amt_abr,Y
250000,2,1,2,37,0,0,-1,-1,-1,-1,43971,32009,13346,1007,13346,9163,8338,18618,1763,0
50000,2,1,2,22,0,0,0,0,0,0,41940,41811,35920,1748,1253,2504,1004,1509,4495,0
20000,2,2,1,36,1,-2,-2,-2,-2,-2,-25,-25,-25,0,0,0,0,0,0,1
280000,2,3,2,33,-1,-1,-1,-1,-1,-1,2186,2186,2184,2196,2194,2554,2196,2119,17555,0
50000,2,1,1,35,0,0,0,0,0,-1,46532,46624,45438,3000,1200,9,500,462,1500,0
180000,2,3,1,40,-1,-1,-2,-1,-1,-1,1903,0,0,0,0,3155,1173,1021,0,0
220000,1,1,2,33,-2,-2,-2,-2,-1,0,3233,2106,666,2108,1332,1064,707,9325,1500,0
100000,1,2,1,43,1,-2,-2,-2,-1,0,0,0,0,0,0,0,551,0,0,0
130000,1,2,1,40,0,0,0,0,0,0,20733,14261,22242,7261,12272,10265,11546,12411,10000,0
150000,2,3,1,43,0,0,0,0,0,0,90606,93496,94196,4348,3229,3150,3348,3244,8778,0
240000,1,2,1,38,2,-1,-1,0,0,-1,6848,836,2508,836,2508,0,0,563,1090,0
100000,2,3,1,36,0,0,2,0,0,2,101972,115335,112016,16608,0,4233,9200,21000,4000,0
20000,1,2,1,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,19409,0
80000,2,2,1,32,0,0,0,0,0,0,80237,69568,64469,3000,2500,2000,3000,2000,1500,0
20000,1,2,2,22,0,0,2,0,0,0,8134,9992,10526,2000,1000,1000,1000,1000,8100,0
430000,2,2,1,42,0,0,0,0,0,0,89395,90052,90604,3243,3200,3185,3500,3500,3420,0
280000,2,2,1,36,0,0,0,0,0,0,101803,100836,96333,5005,7066,10000,5000,1823,4225,0
30000,2,2,2,24,2,2,7,7,7,7,300,300,300,0,0,0,0,0,0,0
110000,2,1,2,27,0,0,0,0,0,0,113461,112026,111792,4251,4218,4167,4238,4181,4246,0
280000,2,1,2,32,0,0,0,0,0,0,157480,155362,156387,6400,6100,5600,5805,7007,5400,0
200000,2,1,2,37,0,0,0,0,0,0,75360,57589,54711,2050,15000,6003,845,290,12715,0
50000,2,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
20000,1,2,2,33,-1,0,0,0,0,0,3010,1603,19980,1272,19288,681,917,1000,889,0
70000,1,2,2,26,2,2,2,2,0,0,46599,45578,48505,0,4000,0,2000,1700,3000,1
430000,2,1,2,39,-2,-1,-1,-1,-1,-1,673,4549,7566,4576,7642,990,4889,981,317,0
150000,2,4,2,26,0,0,2,0,0,0,22683,24349,2130,2219,0,0,0,0,0,0
20000,1,3,2,39,0,0,0,0,2,2,7824,9000,9867,1307,1174,2236,500,500,0,0
100000,2,1,2,29,0,0,0,0,0,0,33330,36282,38673,3500,3000,5000,6000,10000,0,0
120000,2,1,1,41,0,0,0,0,0,0,118847,113190,114113,5000,6000,5000,5000,5000,5000,0
10000,2,2,2,40,0,0,0,0,0,0,6160,6787,7377,1123,1103,243,296,280,16,0
180000,1,3,1,40,-1,-1,-1,0,-1,-1,991,991,1316,991,1316,0,1657,325,325,0
280000,1,1,1,35,0,0,0,0,2,0,146368,244092,210226,101585,90762,50119,282,50436,54184,0
100000,2,2,2,39,0,0,-1,0,0,-1,24110,10497,20159,2000,20159,500,0,1120,1909,0
290000,2,2,1,42,-2,-1,-1,-1,0,0,-132,18364,2417,18496,2429,4598,7,3227,1,0
280000,1,1,1,50,-1,-1,-1,0,0,-2,19378,347,4197,348,4399,18,0,0,0,0
550000,1,1,1,49,-1,-1,-1,-1,-1,-2,42141,1515,1488,1522,1495,18426,0,0,22670,0
50000,2,2,2,28,0,0,0,0,0,0,46096,25370,26331,1442,1403,1000,919,2000,1000,0
30000,2,3,1,29,2,2,2,2,2,0,26836,28894,30571,2500,2670,2000,0,1000,1000,1
400000,2,2,2,38,0,0,0,0,-1,-1,2988,3983,3417,1222,1000,1200,186,1200,0,0
200000,2,1,1,32,-2,-2,-2,-2,-2,-2,6540,17288,3009,17301,3009,26257,15643,5696,12149,0
90000,1,1,2,33,-1,-1,2,-1,-1,2,1650,721,421,721,0,2833,1000,0,2000,0
10000,1,2,2,26,0,0,0,0,0,0,7606,7030,8454,2000,2000,1000,0,0,0,0
300000,2,2,1,37,1,-2,-2,-1,-1,-1,0,0,0,0,0,363,0,944,2000,0
200000,2,2,2,33,0,0,0,0,0,0,198878,195883,190282,7700,7527,4900,5100,5300,4610,0
150000,2,1,2,26,-1,-1,-1,-1,-1,-1,1551,2961,4175,2990,4175,1707,4492,6149,34672,0
60000,2,2,3,35,0,0,2,0,0,0,12695,15453,13420,3000,0,2000,1000,2000,1000,0
40000,1,1,1,28,-1,-1,2,-1,-1,-1,10371,11895,11228,2567,0,2475,5341,1500,0,0
200000,2,2,2,30,0,0,0,0,0,0,185070,182566,178604,7022,6501,6500,6504,7008,8009,0
50000,2,1,2,23,0,0,0,0,0,0,50025,22656,19610,1626,1581,1000,900,700,1000,0
360000,2,2,2,30,0,0,0,0,0,0,132250,132655,135959,5000,5000,5000,5000,5000,5000,0
210000,2,1,2,33,-1,2,2,-1,-1,-1,970,2273,1303,1303,3,5387,1814,0,0,0
360000,1,1,1,34,-1,-1,-1,-1,-1,-1,997,1267,3935,1270,3946,2444,2805,258,1,0
140000,1,2,1,37,0,-1,0,0,0,0,34661,5309,51293,5334,50006,9460,9461,2507,10007,0
160000,2,3,2,41,-1,2,2,0,0,0,26736,29052,28328,3000,0,1200,1200,1500,2000,0
140000,1,1,1,41,0,0,0,0,0,0,19853,22525,25141,3000,3000,5000,5000,5000,3000,0
90000,1,2,1,39,0,0,0,0,0,0,20612,21956,23280,1676,2000,1220,1100,1000,1100,0
360000,2,1,2,28,1,-1,-1,-1,-1,-2,0,420,0,420,0,742,0,0,198,0
210000,1,3,1,41,-1,-1,2,0,0,-1,390,1732,1170,1732,0,0,0,69438,3750,0
210000,1,1,2,36,0,0,0,0,0,0,210463,109132,47182,5187,2043,1552,2013,3002,3003,0
290000,2,2,1,48,-1,-1,-1,-1,-1,-1,31386,31394,1369,31401,1369,15010,3280,0,3357,0
130000,2,2,1,28,0,0,0,-1,-1,-1,71983,71514,73274,4000,7000,3600,3333,3333,3110,0
140000,2,2,1,34,0,0,0,0,0,0,132541,136186,139418,7000,7000,5300,5300,10100,5400,0
50000,1,3,2,41,2,2,2,2,3,2,29368,28612,31623,0,3500,2589,0,0,1332,1
220000,2,2,1,34,-1,-1,-1,-1,-1,-1,51565,15683,1381,15683,1381,3300,2452,2728,0,0
150000,2,2,1,31,0,0,0,0,0,0,104014,108229,109374,5500,4005,3241,15500,4000,3568,0
260000,2,1,2,36,-1,-1,-1,-1,-1,-1,7740,1445,782,1445,782,790,849,12319,7575,0
100000,2,1,2,26,-1,-1,-2,-2,-2,-2,26273,-73,-73,0,0,0,0,0,0,0
180000,1,1,2,29,1,-1,-1,-1,-1,-1,0,100000,0,100000,0,7632,0,6071,0,0
150000,1,1,2,33,-1,2,-1,-1,-1,-1,1532,1000,1430,0,1430,810,786,447,2215,0
250000,2,1,1,38,-1,-1,-1,-1,-1,-1,532,1106,771,1106,771,625,1099,326,326,0
120000,2,2,2,24,-1,-1,-1,-1,-1,-1,889,1742,1077,1742,1077,902,1077,1271,1595,0
80000,2,3,1,52,2,0,0,-1,0,0,82198,80531,42334,3543,1139,40003,2000,2100,24,1
150000,2,1,1,37,0,0,-1,-1,-1,-2,26416,18915,16047,2497,16047,18776,0,0,0,0
180000,2,1,2,29,-1,-1,-1,-1,-2,-2,1010,3070,307,3394,307,0,0,0,0,0
280000,1,1,1,42,-2,-1,-1,0,0,-2,1751,22046,63729,22909,64167,1113,32000,578,1768,0
430000,2,1,1,48,-1,-1,-2,-2,-2,-1,9900,0,0,0,0,0,0,2299,37980,0
30000,1,2,2,25,0,0,0,0,-1,-1,29745,16309,5235,2500,1517,2000,11446,1914,6699,0
50000,1,2,1,48,0,0,0,0,0,0,42156,40584,33777,4022,1347,1013,1000,700,1000,0
80000,2,3,2,27,1,4,3,2,0,0,84718,82861,80581,0,0,0,1790,1890,1740,0
130000,2,3,2,23,-1,0,0,0,0,0,5719,15578,19887,10000,5000,2000,2000,2000,1000,0
60000,2,1,2,26,0,0,2,0,0,0,22921,23044,17660,5000,0,0,174,13810,0,0
180000,2,1,2,24,0,0,0,0,0,0,64800,66747,67227,4000,2600,2000,3000,2025,4791,0
200000,1,2,1,36,1,-2,-1,-1,-1,-1,-1,-1,296,0,297,303,279,4597,0,0
50000,1,1,2,44,0,0,0,0,0,0,51671,50272,49293,1928,1595,1526,13000,1569,2614,0
30000,2,2,2,23,0,0,0,0,0,0,19594,20619,21631,1346,1358,789,1000,981,1010,0
220000,1,2,2,30,-1,-1,2,-1,2,2,776,1552,776,1552,0,221876,7500,4,10000,0
20000,1,2,2,24,0,0,0,0,0,0,17697,18445,19382,1634,1571,629,652,618,640,0
120000,2,1,2,34,0,0,0,2,2,2,105356,107588,115372,3931,9600,0,9500,4100,0,0
500000,1,2,1,40,0,0,0,0,0,-2,30415,31645,32556,2006,3000,5080,8,0,0,0
170000,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
420000,2,1,2,30,0,0,0,0,-1,-1,34567,36416,7406,10000,2056,0,12150,150,399,0
60000,2,2,2,25,0,0,2,6,5,4,44331,48590,59129,5000,12000,0,0,0,0,0
250000,1,1,1,31,-2,-2,-1,-1,-1,-1,3759,17694,14505,8873,14548,4771,11491,6896,890,0
120000,1,3,2,25,0,0,2,0,0,-1,81129,72699,39909,7504,29,10004,6,19824,18129,0
50000,1,2,2,47,0,0,0,0,0,0,91481,47099,47486,3956,1365,848,1000,1000,1000,0
250000,2,1,1,44,-2,-2,-2,-2,-2,-1,4976,5417,7948,5417,7948,1797,1580,12573,4338,0
260000,2,2,2,29,-1,-1,-1,-1,-1,-1,1267,553,0,553,0,202,11990,3359,1035,0
50000,2,2,1,32,0,0,0,0,0,0,47445,37395,9858,1697,1118,285,299,1110,40207,0
100000,1,2,2,31,1,2,2,2,3,2,24377,25167,24541,1400,0,3100,0,0,2000,1
80000,1,2,2,43,0,0,0,2,2,2,19260,16902,15173,1270,1874,0,3313,0,291,0
60000,2,2,1,49,2,0,0,0,2,0,61093,57227,32091,1739,1791,2378,0,1092,3554,1
90000,2,2,2,26,0,0,0,0,0,0,11181,11237,9442,3194,8823,0,7000,6660,10000,0
170000,2,1,1,52,-1,-1,2,-1,-1,-1,2939,5447,416,3000,5,7509,6387,1666,3023,0
30000,2,2,2,33,0,0,0,0,0,0,29965,28048,29775,2000,3000,3000,2000,2000,2000,0
80000,2,2,2,26,0,0,0,0,0,0,47788,45221,46830,4000,3000,3000,5000,5000,5000,0
170000,2,1,2,27,0,0,0,-1,0,0,61785,17848,14000,3848,4000,124208,5000,5000,5000,0
150000,2,1,2,33,0,-1,-1,-1,-1,-1,74033,237,1420,237,1426,1141,1067,1200,1150,0
10000,1,1,1,41,0,0,3,2,2,2,6859,9751,9451,3000,0,0,1002,0,500,0
290000,1,1,1,43,0,0,0,0,0,0,294475,295310,290951,12021,11212,8503,9047,9003,10014,0
230000,1,2,1,46,0,0,0,0,0,0,170354,131022,108061,7200,3348,2510,5000,3500,6500,0
500000,1,3,2,32,0,0,2,0,0,0,211508,183713,158759,10070,3066,13366,20898,20155,16101,0
210000,2,1,2,44,0,0,0,0,0,0,125615,77485,79668,5000,4000,3402,2013,1026,1000,0
50000,2,2,2,23,-1,-1,-1,-1,0,0,373,-17,4230,0,4247,1243,1094,0,0,0
480000,2,2,2,30,1,-2,-2,-2,-1,0,0,0,0,0,0,0,330982,30000,13174,0
50000,1,2,2,33,1,2,2,2,2,2,40159,41323,40364,2100,0,3400,0,7800,0,0
30000,1,1,2,38,2,0,0,0,0,0,69707,71904,62630,4000,5000,8000,1460,40000,10000,1
320000,1,1,1,43,-1,-1,-1,0,0,-1,3274,86251,14857,86682,14871,260,43,4186,904,0
300000,2,1,2,26,0,0,0,0,0,0,10545,10421,15196,3000,5000,5000,4000,5000,5000,0
180000,2,2,1,49,-2,-1,-1,-2,-2,-1,106,3166,106,3166,106,59,47,570,106,0
90000,1,3,1,42,2,2,2,3,3,3,48674,49895,52570,2300,4116,2500,2052,0,0,1
310000,2,1,1,37,-1,-1,-1,-1,0,-1,325,4373,26863,4373,26863,7443,0,8172,31362,0
50000,1,2,2,37,1,2,0,0,0,0,28731,27985,29000,0,1482,1213,1300,3703,0,0
20000,1,2,2,33,0,0,0,0,0,0,16128,17441,18589,2000,2000,2001,2001,100,4737,0
80000,2,1,2,25,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,0
80000,2,3,1,44,0,0,0,0,0,0,40821,42443,42573,2281,1411,1224,491,493,662,0
310000,2,2,2,26,0,0,0,0,0,0,87717,93707,83632,9156,2782,4013,2688,2651,2652,0
50000,2,3,1,45,0,0,0,-2,-1,-1,4410,4055,0,4050,0,0,6553,13100,0,0
150000,2,2,1,50,3,2,0,0,-2,-1,3227,3029,3964,0,1000,0,0,2322,0,1
380000,2,1,1,34,2,2,2,2,2,2,322199,331518,337703,16001,13150,13000,13150,13300,13000,1
500000,1,1,1,53,-1,-1,-1,-1,-1,-1,107782,10961,11525,11016,11602,3244,9191,2442,7992,0
280000,1,1,2,33,-2,-2,-2,-2,-2,-2,640,-160,32060,0,32220,3920,1282,2,3446,0
50000,2,3,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
20000,2,2,1,41,-1,-1,-1,-1,-1,-1,2468,1077,1140,1087,1140,0,7014,800,0,0
180000,2,1,2,27,-2,-2,-1,-1,-1,0,12275,6491,37424,6491,37433,0,5758,18000,1000,0
210000,1,1,1,36,0,0,-1,-1,-1,-1,102245,103640,792,5000,792,396,0,546,396,0
100000,2,2,2,25,1,2,3,4,4,3,53111,55650,59730,4000,5600,3500,0,0,0,1
260000,2,1,2,29,-2,-2,-2,-2,-1,-1,1476,1476,1476,1476,1476,1476,20976,1476,1476,0
500000,2,1,2,41,-1,-1,2,0,0,-1,10386,34000,28854,28854,0,70000,32000,2165,41242,0
210000,2,1,2,35,-2,-2,-2,-2,-2,-2,552,-18,-18,0,0,0,0,0,0,0
100000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
200000,2,1,2,25,1,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,476,288,0
20000,1,2,2,36,2,0,0,-1,-1,-1,19597,35869,9066,1503,2036,309,3100,16890,500,1
130000,1,3,2,27,0,0,0,0,0,0,89956,61868,63766,2317,3000,3000,3000,5000,2305,0
10000,1,3,3,42,1,2,0,0,0,2,5674,5440,7968,0,2800,1000,1000,0,1000,0
10000,1,2,2,25,-1,-1,-1,-1,-1,-1,1261,1261,390,1261,390,390,390,0,780,0
230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
120000,2,1,2,30,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,0
350000,2,2,2,30,0,0,0,2,0,0,245211,255975,269446,15000,20000,0,10000,8352,9500,0
200000,2,2,2,26,-1,-1,2,-1,0,-1,3374,4053,2337,4053,0,1904,0,1403,0,0
40000,2,2,2,23,-1,2,-1,-1,0,0,652,326,326,0,326,26370,886,1075,830,0
60000,1,2,2,45,0,0,0,0,0,0,59475,60423,59674,2500,1509,1000,1000,2000,1500,0
150000,1,3,1,49,0,-1,-1,-1,-1,-1,4029,4048,2842,4054,2866,4082,4697,1735,0,0
500000,2,3,2,40,0,0,0,0,0,0,264961,237006,139311,20078,30141,30000,60000,50000,30000,0
140000,1,1,2,44,-1,-1,-1,-1,-1,-1,5287,5717,7146,5717,7146,5930,5280,5930,0,0
330000,2,1,2,44,0,0,2,0,0,0,243621,259517,253863,21400,0,9400,9542,9766,9786,0
70000,2,3,1,26,0,0,0,0,0,0,65763,38209,27874,3000,2000,955,3000,3000,790,0
340000,1,1,1,48,0,0,0,0,0,0,321046,329563,335012,13690,12693,6100,6300,5100,5400,0
20000,2,2,2,30,2,0,0,0,0,0,15997,17336,18345,1600,1602,900,900,636,744,1
90000,2,2,2,23,0,0,0,0,0,0,91653,88619,90298,4200,4100,3307,3405,3311,6204,0
100000,2,2,2,56,0,0,2,0,0,0,97549,102864,98969,9300,0,2500,2700,2700,2600,0
390000,2,1,2,28,0,0,0,0,0,0,286888,291645,277888,11000,11000,5600,5700,5600,3400,0
120000,1,2,1,52,2,0,0,0,0,0,107269,106791,105262,4449,2731,3000,5000,3000,3000,1
80000,2,2,1,41,0,0,0,0,0,0,21709,22432,23693,1378,1639,1089,1132,1000,1100,0
300000,2,2,1,45,-1,-1,-1,-1,0,-1,41051,70951,18911,71277,19003,16050,2659,54394,52000,0
80000,1,3,2,25,0,0,0,0,0,0,80493,78736,71663,3035,3021,2300,2500,2300,2500,0
40000,2,2,1,43,-1,-1,-1,-1,-1,-1,220,960,960,960,960,960,1383,960,960,0
160000,2,2,1,35,2,2,2,2,2,2,131104,133828,135146,6300,5000,5100,5252,5000,6000,1
350000,2,1,2,31,2,0,0,0,0,2,20042,108444,280478,100000,200000,0,135000,0,100000,1
180000,2,2,2,27,1,2,0,0,0,2,17207,16647,17657,0,1590,638,1628,0,834,0
50000,1,2,1,45,0,0,0,0,0,0,42614,38426,38318,10016,20070,3006,6002,5000,2500,0
240000,1,3,1,43,-1,-1,2,2,2,2,2690,2500,2500,2500,0,0,0,0,0,0
30000,2,2,2,26,0,0,0,0,0,0,12479,10100,10923,1233,1056,500,500,1000,2000,0
20000,2,1,2,23,0,0,0,0,0,0,14605,14532,15700,2000,2000,1000,1000,2000,2000,0
50000,2,3,2,58,0,0,0,0,0,0,24885,26250,26955,1772,1447,1139,1100,1262,1009,0
50000,1,2,2,30,0,0,0,0,0,0,47110,48447,48345,2401,1735,700,876,711,701,0
50000,2,3,1,45,2,0,0,0,0,0,47639,35495,16246,1271,1242,683,702,553,723,1
50000,2,2,2,23,0,0,0,2,0,0,20821,11864,13094,1190,2000,0,600,594,610,0
80000,2,1,2,30,0,0,0,0,0,0,44999,45843,46879,2100,2100,2000,2000,2000,4500,0
240000,2,3,2,36,1,-2,-2,-2,-1,-1,-28,-28,-28,0,0,0,1550,6900,4100,0
110000,1,3,2,33,1,2,0,0,0,-2,7128,1852,2625,0,1000,0,0,0,0,0
30000,1,3,2,29,1,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,7035,0,0
20000,1,1,2,43,0,0,2,-1,-1,0,13361,18302,13348,6020,141,1048,23261,134,0,0
130000,1,1,2,29,0,0,0,0,0,0,81907,83620,85327,3034,3096,3112,3222,3250,3357,0
180000,2,2,2,48,-1,-1,-1,-1,-1,-1,10000,10000,10000,10000,10000,10000,20000,10338,20894,0
340000,2,1,2,47,0,0,0,0,0,0,326065,339260,332032,20070,12747,9582,20070,18092,20102,0
100000,2,2,1,45,0,0,2,0,0,0,87590,103301,100818,17200,247,3000,3000,3000,3000,0
200000,1,1,1,40,-2,-2,-2,-2,-2,-2,-7,1765,5074,1772,5099,19364,5634,2547,33300,0
30000,2,3,1,45,-2,-2,-2,-2,-2,-2,0,1930,1930,1930,1930,2072,4072,0,0,0
500000,2,2,1,30,-2,-2,-2,-2,-2,-2,344,5757,1820,5757,1820,2308,807,4966,3240,0
260000,2,1,2,27,0,0,0,0,0,0,15178,23360,22099,12007,8000,1000,1000,5000,5000,0
160000,2,1,2,31,0,0,0,0,0,0,160843,153543,157871,6000,7225,5000,5000,5900,4992,0
300000,2,1,2,27,-2,-2,-2,-2,-2,-2,3102,1499,318,1506,319,2488,187,607,1945,0
20000,2,2,2,40,0,0,0,0,0,0,6689,7723,8730,1300,1294,500,350,400,400,0
70000,1,2,2,29,0,0,3,2,0,0,61762,70242,68107,9500,0,0,1570,15184,2000,0
80000,2,3,2,25,-1,-1,-1,-1,-1,-1,571,3948,4695,3952,4695,390,1289,935,390,0
210000,2,2,1,37,0,0,0,0,0,0,162518,138078,134428,8006,7009,5000,5000,17137,3863,0
210000,2,4,1,35,0,0,0,-2,-2,-1,84018,23953,0,2000,0,0,0,239,323,0
50000,2,3,1,55,0,0,0,0,0,0,37234,37942,38003,1963,2025,562,339,1200,600,0
520000,2,1,2,33,0,0,0,0,0,0,485298,499489,413019,22000,18300,26500,30000,27000,25000,0
200000,2,2,3,57,0,0,0,0,0,0,79761,79515,80592,3500,3000,7000,3400,4400,6500,0
180000,2,2,1,42,0,0,0,2,0,0,102449,104807,111048,5500,9500,0,5000,5000,5000,0
60000,2,1,2,26,-1,-1,2,-1,0,-1,3437,16932,2301,16960,0,6227,0,10416,0,0
270000,2,1,2,27,-1,-1,-1,0,-1,-1,2016,1183,1307,2000,2500,0,4100,1200,5000,0
230000,2,2,2,30,0,0,0,0,0,0,74664,63540,66131,3000,10000,10000,20145,11745,686,0
190000,1,1,2,33,0,0,0,0,0,0,137502,127014,120826,6112,4202,4200,4200,5000,4200,0
50000,2,2,2,28,0,0,0,0,0,0,19969,27267,19833,8000,3302,5000,6500,10000,20000,0
20000,1,2,2,23,1,2,0,0,0,0,17682,18595,19447,1500,1500,1000,1000,1000,1000,0
40000,2,2,1,38,0,0,0,0,0,0,38491,36881,37968,3000,2000,1500,1500,1500,2000,0
130000,2,3,1,36,0,0,2,2,2,2,23997,26733,26942,3440,941,0,2197,0,910,0
50000,1,2,3,49,0,0,0,0,2,0,24282,23470,23297,1500,1500,2150,0,1000,1000,0
30000,1,2,2,49,-1,-1,-1,-1,-1,-1,1659,1473,390,1473,390,390,390,1320,0,0
140000,1,2,2,27,0,0,0,0,0,0,24050,68059,62503,50000,3000,4000,5000,4000,2000,0
20000,2,3,3,55,1,2,3,2,2,2,18558,20358,19743,2400,0,0,1744,0,600,1
290000,2,1,2,36,1,2,2,2,2,0,170422,173840,169476,7594,0,12000,0,6818,5182,1
80000,2,3,1,40,0,0,0,0,0,0,29676,30707,31721,1513,1527,1156,1200,1445,3700,0
390000,2,2,1,37,0,0,0,0,0,0,200612,202794,191419,8315,6839,3000,2348,2401,2355,0
200000,1,2,2,32,0,0,0,0,0,0,180461,171839,173325,8300,10000,6000,6000,6000,4500,0
50000,1,2,2,23,0,0,-1,0,0,-1,96234,44882,1270,1052,1270,0,0,390,0,0
260000,2,1,2,28,1,-2,-1,-1,-2,-2,0,0,355,0,355,2835,335,335,335,0
180000,2,2,1,44,0,0,0,0,0,0,161186,167080,170788,10000,8000,7000,6000,7000,10000,0
450000,2,1,1,42,-1,-1,-1,-1,-1,-1,72517,0,6281,0,6281,3446,6157,0,14380,0
20000,1,2,2,37,0,0,0,0,0,0,20009,20602,21255,1700,1600,1200,1000,900,1000,0
100000,2,2,2,36,0,0,0,0,0,0,87656,90341,92244,5000,4300,3500,3500,4200,4500,0
200000,2,2,1,29,0,0,0,0,0,0,34391,26945,26349,1507,1427,1003,2000,2000,1060,0
80000,2,2,1,47,0,0,-1,-1,-2,-2,4762,3235,1970,1000,1970,0,0,0,0,0
50000,1,2,1,24,0,0,0,0,0,0,17961,18689,19284,1700,1600,1200,1000,1000,1200,0
70000,2,3,2,24,0,0,0,0,0,0,75894,70947,59783,10004,3012,1000,1000,1518,20911,0
30000,2,3,2,49,0,0,2,0,0,0,27838,30715,29322,3330,0,1148,1195,910,1000,0
60000,2,3,1,48,-1,-1,-2,-2,-2,-1,2970,430,430,430,430,717,430,4171,2914,0
90000,2,2,2,23,0,0,0,0,0,0,19204,12681,14155,2000,2000,1000,1000,2000,2000,0
40000,2,2,2,25,0,0,0,2,0,0,39092,39816,40817,1967,3300,0,1400,3100,0,0
170000,2,3,2,42,0,0,0,0,0,0,77795,66420,83733,5000,20000,8000,10000,5000,4000,0
50000,1,2,2,24,1,-1,-1,-1,-1,-1,-22,834,-639,3000,0,3000,0,2000,1000,0
300000,2,2,2,28,0,0,0,0,0,0,199801,121321,94524,5017,3200,3500,3000,3000,74000,0
400000,1,1,2,33,0,0,0,-2,-2,-1,201800,205150,0,9150,0,0,0,91057,100000,0
120000,2,2,1,29,0,0,0,0,0,0,122842,123704,123291,6500,6100,4603,4774,9000,0,0
340000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
160000,2,2,2,35,0,0,2,0,0,0,25590,29169,28406,4000,0,1200,2000,1300,1291,0
80000,1,1,2,38,-1,-1,-1,0,-1,-1,780,259,7544,259,7544,0,390,332,780,0
110000,2,2,2,23,0,0,0,0,0,0,106963,101958,85914,5023,3900,2600,5000,3000,3000,0
90000,1,3,1,62,0,0,0,0,-1,-1,86200,81995,16985,2500,1000,1000,500,0,31000,0
280000,2,1,1,41,0,0,0,0,0,0,99755,81244,81193,3000,3007,5000,2000,1700,2000,0
30000,2,3,2,27,2,2,2,2,2,2,13257,14046,13523,1300,0,1200,0,1300,0,1
200000,2,1,2,48,-2,-2,-2,-1,2,2,0,0,0,0,0,5000,0,0,0,0
210000,2,1,2,27,0,0,0,0,0,0,15663,8513,8607,1500,1006,1500,1500,2600,99,0
30000,2,3,1,29,1,2,2,2,2,2,13164,12668,15038,0,2905,0,1386,0,600,1
380000,2,2,1,30,0,0,0,0,0,0,295543,299922,307166,11000,12602,11500,10500,11000,10152,0
300000,2,1,1,39,1,2,-1,-1,-1,-1,6077,5806,2994,29,3009,5364,4714,2362,4,0
60000,1,2,2,26,2,2,2,2,0,0,61103,61380,62158,3000,2746,0,2297,1875,1158,1
200000,2,2,1,44,-2,-2,-2,-2,-2,-2,0,138,0,138,0,0,1675,69,39411,0
140000,2,1,2,33,-2,-2,-2,-2,-2,-2,1825,0,1264,0,1264,0,0,1980,1351,0
50000,2,1,2,23,-2,-2,-2,-2,-2,-2,807,0,0,0,0,0,0,0,0,0
50000,1,1,2,23,4,3,2,0,0,2,27101,26431,14109,88,12,473,825,323,10000,1
120000,1,1,1,50,1,-2,-2,-1,0,-1,0,-2008,-4016,0,0,10040,0,8299,0,1
640000,1,1,2,36,0,0,0,0,0,0,192325,68891,71564,4000,4000,3000,5000,5000,3000,0
30000,2,1,1,24,-1,-1,-1,-1,-1,-1,9280,2643,3415,2643,3415,2250,2486,844,0,0
90000,2,2,3,36,0,0,0,0,0,0,91458,91049,70101,3137,5094,1106,1001,1201,1074,0
110000,2,2,2,26,0,0,0,0,0,0,65800,67251,70065,2510,4000,3000,7000,3100,1377,0
50000,1,2,2,23,-1,0,-1,-1,-1,-1,1678,1440,1322,1200,1322,1500,540,540,780,0
180000,2,1,2,27,0,0,2,0,0,0,99137,119635,115839,22500,121,10000,20000,25000,0,0
280000,2,3,1,61,0,0,0,0,0,0,162734,146990,149201,7000,6000,5500,5800,5200,6000,0
230000,2,1,2,43,0,0,0,0,0,0,39677,39261,38228,5000,5000,3000,3459,4000,5000,0
180000,1,2,1,37,-1,-1,-1,-1,0,0,14480,33915,5198,34045,5217,13263,6000,1000,4085,0
150000,1,2,1,40,0,0,0,0,0,0,141697,144833,137737,7000,7000,6000,7000,5021,9000,0
230000,2,1,2,34,-1,2,-1,-1,2,-1,907,591,119,0,1000,1000,0,33500,3000,0
500000,2,1,2,30,-2,-2,-1,-1,-2,-2,1078,5543,500,5562,810,617,0,0,28572,0
140000,2,1,2,30,0,0,0,0,0,0,105732,99769,102682,5000,5500,5000,4000,4500,4500,0
30000,2,2,2,24,0,0,2,0,0,0,25111,27558,26552,3551,0,1902,1022,1200,1200,0
